nom_complet,url,nom,extension,numero,image_url,image_status,souhaitée,possédée,Illustrateur,Date de sortie
Aquali (Épée et Bouclier Stars Étincelantes TG02),https://www.pokepedia.fr/Aquali%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG02),Aquali,Épée et Bouclier Stars Étincelantes,TG02,https://www.pokepedia.fr/images/2/2c/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG02.png,OK,False,False,Jiro Sasumo,"février 25, 2022  +"
Octillery (Épée et Bouclier Stars Étincelantes TG03),https://www.pokepedia.fr/Octillery%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG03),Octillery,Épée et Bouclier Stars Étincelantes,TG03,https://www.pokepedia.fr/images/a/a2/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG03.png,OK,False,False,Shinya Komatsu,"février 25, 2022  +"
Voltali (Épée et Bouclier Stars Étincelantes TG04),https://www.pokepedia.fr/Voltali%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG04),Voltali,Épée et Bouclier Stars Étincelantes,TG04,https://www.pokepedia.fr/images/f/f6/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG04.png,OK,False,False,DOM,"février 25, 2022  +"
Zekrom (Épée et Bouclier Stars Étincelantes TG05),https://www.pokepedia.fr/Zekrom%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG05),Zekrom,Épée et Bouclier Stars Étincelantes,TG05,https://www.pokepedia.fr/images/e/e7/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG05.png,OK,False,False,AKIRA EGAWA,"février 25, 2022  +"
Noctunoir (Épée et Bouclier Stars Étincelantes TG06),https://www.pokepedia.fr/Noctunoir%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG06),Noctunoir,Épée et Bouclier Stars Étincelantes,TG06,https://www.pokepedia.fr/images/0/05/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG06.png,OK,False,False,Megumi Higuchi,"février 25, 2022  +"
Dedenne (Épée et Bouclier Stars Étincelantes TG07),https://www.pokepedia.fr/Dedenne%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG07),Dedenne,Épée et Bouclier Stars Étincelantes,TG07,https://www.pokepedia.fr/images/0/0e/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG07.png,OK,False,False,kurumitsu,"février 25, 2022  +"
Charmilly (Épée et Bouclier Stars Étincelantes TG08),https://www.pokepedia.fr/Charmilly%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG08),Charmilly,Épée et Bouclier Stars Étincelantes,TG08,https://www.pokepedia.fr/images/2/29/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG08.png,OK,False,False,OKACHEKE,"février 25, 2022  +"
Migalos (Épée et Bouclier Stars Étincelantes TG09),https://www.pokepedia.fr/Migalos%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG09),Migalos,Épée et Bouclier Stars Étincelantes,TG09,https://www.pokepedia.fr/images/a/ae/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG09.png,OK,False,False,Shiburingaru,"février 25, 2022  +"
Démolosse (Épée et Bouclier Stars Étincelantes TG10),https://www.pokepedia.fr/D%C3%A9molosse%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG10),Démolosse,Épée et Bouclier Stars Étincelantes,TG10,https://www.pokepedia.fr/images/9/95/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG10.png,OK,False,False,NC Empire,"février 25, 2022  +"
Évoli (Épée et Bouclier Stars Étincelantes TG11),https://www.pokepedia.fr/%C3%89voli%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG11),Évoli,Épée et Bouclier Stars Étincelantes,TG11,https://www.pokepedia.fr/images/0/0d/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG11.png,OK,False,False,Souichirou Gunjima,"février 25, 2022  +"
Gouroutan (Épée et Bouclier Stars Étincelantes TG12),https://www.pokepedia.fr/Gouroutan%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG12),Gouroutan,Épée et Bouclier Stars Étincelantes,TG12,https://www.pokepedia.fr/images/9/92/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG12.png,OK,False,False,Akira Komayama,"février 25, 2022  +"
Fulgudog-V (Épée et Bouclier Stars Étincelantes TG13),https://www.pokepedia.fr/Fulgudog-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG13),Fulgudog-V,Épée et Bouclier Stars Étincelantes,TG13,https://www.pokepedia.fr/images/0/08/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG13.png,OK,False,False,GIDORA,"février 25, 2022  +"
Nymphali-V (Épée et Bouclier Stars Étincelantes TG14),https://www.pokepedia.fr/Nymphali-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG14),Nymphali-V,Épée et Bouclier Stars Étincelantes,TG14,https://www.pokepedia.fr/images/f/f9/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG14.png,OK,False,False,Megumi Mizutani,"février 25, 2022  +"
Nymphali-VMAX (Épée et Bouclier Stars Étincelantes TG15),https://www.pokepedia.fr/Nymphali-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG15),Nymphali-VMAX,Épée et Bouclier Stars Étincelantes,TG15,https://www.pokepedia.fr/images/c/cc/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG15.png,OK,False,False,sui,"février 25, 2022  +"
Mimiqui-V (Épée et Bouclier Stars Étincelantes TG16),https://www.pokepedia.fr/Mimiqui-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG16),Mimiqui-V,Épée et Bouclier Stars Étincelantes,TG16,https://www.pokepedia.fr/images/2/22/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG16.png,OK,False,False,saino misaki,"février 25, 2022  +"
Mimiqui-VMAX (Épée et Bouclier Stars Étincelantes TG17),https://www.pokepedia.fr/Mimiqui-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG17),Mimiqui-VMAX,Épée et Bouclier Stars Étincelantes,TG17,https://www.pokepedia.fr/images/8/8b/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG17.png,OK,False,False,Naoki Saito,"février 25, 2022  +"
Shifours Poing Final-V (Épée et Bouclier Stars Étincelantes TG18),https://www.pokepedia.fr/Shifours%20Poing%20Final-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG18),Shifours Poing Final-V,Épée et Bouclier Stars Étincelantes,TG18,https://www.pokepedia.fr/images/c/ca/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG18.png,OK,False,False,Yuu Nishida,"février 25, 2022  +"
Shifours Poing Final-VMAX (Épée et Bouclier Stars Étincelantes TG19),https://www.pokepedia.fr/Shifours%20Poing%20Final-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG19),Shifours Poing Final-VMAX,Épée et Bouclier Stars Étincelantes,TG19,https://www.pokepedia.fr/images/6/65/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG19.png,OK,False,False,kodama,"février 25, 2022  +"
Shifours Mille Poings-V (Épée et Bouclier Stars Étincelantes TG20),https://www.pokepedia.fr/Shifours%20Mille%20Poings-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG20),Shifours Mille Poings-V,Épée et Bouclier Stars Étincelantes,TG20,https://www.pokepedia.fr/images/f/f4/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG20.png,OK,False,False,takuyoa,"février 25, 2022  +"
Shifours Mille Poings-VMAX (Épée et Bouclier Stars Étincelantes TG21),https://www.pokepedia.fr/Shifours%20Mille%20Poings-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG21),Shifours Mille Poings-VMAX,Épée et Bouclier Stars Étincelantes,TG21,https://www.pokepedia.fr/images/2/21/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG21.png,OK,False,False,Scav,"février 25, 2022  +"
Noctali-V (Épée et Bouclier Stars Étincelantes TG22),https://www.pokepedia.fr/Noctali-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG22),Noctali-V,Épée et Bouclier Stars Étincelantes,TG22,https://www.pokepedia.fr/images/a/a7/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG22.png,OK,False,False,Ligton,"février 25, 2022  +"
Noctali-VMAX (Épée et Bouclier Stars Étincelantes TG23),https://www.pokepedia.fr/Noctali-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG23),Noctali-VMAX,Épée et Bouclier Stars Étincelantes,TG23,https://www.pokepedia.fr/images/3/35/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG23.png,OK,False,False,kawayoo,"février 25, 2022  +"
Prémonition de Margie (Épée et Bouclier Stars Étincelantes TG24),https://www.pokepedia.fr/Pr%C3%A9monition%20de%20Margie%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG24),Prémonition de Margie,Épée et Bouclier Stars Étincelantes,TG24,https://www.pokepedia.fr/images/b/b6/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG24.png,OK,False,False,yuu,"février 25, 2022  +"
Barista (Épée et Bouclier Stars Étincelantes TG25),https://www.pokepedia.fr/Barista%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG25),Barista,Épée et Bouclier Stars Étincelantes,TG25,https://www.pokepedia.fr/images/3/34/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG25.png,OK,False,False,Sanosuke Sakuma,"février 25, 2022  +"
Gloria (Épée et Bouclier Stars Étincelantes TG26),https://www.pokepedia.fr/Gloria%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG26),Gloria,Épée et Bouclier Stars Étincelantes,TG26,https://www.pokepedia.fr/images/1/10/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG26.png,OK,False,False,Naoki Saito,"février 25, 2022  +"
Mustar Style Mille Poings (Épée et Bouclier Stars Étincelantes TG27),https://www.pokepedia.fr/Mustar%20Style%20Mille%20Poings%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG27),Mustar Style Mille Poings,Épée et Bouclier Stars Étincelantes,TG27,https://www.pokepedia.fr/images/5/53/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG27.png,OK,False,False,KIYOTAKA OSHIYAMA,"février 25, 2022  +"
Mustar Style Poing Final (Épée et Bouclier Stars Étincelantes TG28),https://www.pokepedia.fr/Mustar%20Style%20Poing%20Final%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG28),Mustar Style Poing Final,Épée et Bouclier Stars Étincelantes,TG28,https://www.pokepedia.fr/images/b/b8/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG28.png,OK,False,False,Souichirou Gunjima,"février 25, 2022  +"
Shifours Poing Final-VMAX (Épée et Bouclier Stars Étincelantes TG29),https://www.pokepedia.fr/Shifours%20Poing%20Final-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG29),Shifours Poing Final-VMAX,Épée et Bouclier Stars Étincelantes,TG29,https://www.pokepedia.fr/images/f/f1/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG29.png,OK,False,False,PLANETA Tsuji,"février 25, 2022  +"
Shifours Mille Poings-VMAX (Épée et Bouclier Stars Étincelantes TG30),https://www.pokepedia.fr/Shifours%20Mille%20Poings-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Stars%20%C3%89tincelantes%20TG30),Shifours Mille Poings-VMAX,Épée et Bouclier Stars Étincelantes,TG30,https://www.pokepedia.fr/images/e/ea/Carte_%C3%89p%C3%A9e_et_Bouclier_Stars_%C3%89tincelantes_TG30.png,OK,False,False,PLANETA Tsuji,"février 25, 2022  +"
No. 1 Trainer (World Championships 2022),https://www.pokepedia.fr/No.%201%20Trainer%20(World%20Championships%202022),No. 1 Trainer,World Championships,2022,https://www.pokepedia.fr/images/5/51/Carte_No._1_Trainer_%28World_Championships_2022%29.png,OK,False,False,5ban Graphics,2022  +
Celebi-V (Épée et Bouclier Poing de Fusion 245),https://www.pokepedia.fr/Celebi-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20245),Celebi-V,Épée et Bouclier Poing de Fusion,245,https://www.pokepedia.fr/images/a/aa/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_245.png,OK,False,False,Teeziro,"novembre 12, 2021  +"
Sucreine-V (Épée et Bouclier Poing de Fusion 246),https://www.pokepedia.fr/Sucreine-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20246),Sucreine-V,Épée et Bouclier Poing de Fusion,246,https://www.pokepedia.fr/images/d/d8/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_246.png,OK,False,False,PLANETA Mochizuki,"novembre 12, 2021  +"
Lugulabre-V (Épée et Bouclier Poing de Fusion 247),https://www.pokepedia.fr/Lugulabre-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20247),Lugulabre-V,Épée et Bouclier Poing de Fusion,247,https://www.pokepedia.fr/images/6/6b/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_247.png,OK,False,False,Saki Hayashiro,"novembre 12, 2021  +"
Crabominable-V (Épée et Bouclier Poing de Fusion 248),https://www.pokepedia.fr/Crabominable-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20248),Crabominable-V,Épée et Bouclier Poing de Fusion,248,https://www.pokepedia.fr/images/5/51/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_248.png,OK,False,False,MUGENUP,"novembre 12, 2021  +"
Fulgudog-V (Épée et Bouclier Poing de Fusion 249),https://www.pokepedia.fr/Fulgudog-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20249),Fulgudog-V,Épée et Bouclier Poing de Fusion,249,https://www.pokepedia.fr/images/9/90/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_249.png,OK,False,False,Eske Yoshinob,"novembre 12, 2021  +"
Mew-V (Épée et Bouclier Poing de Fusion 250),https://www.pokepedia.fr/Mew-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20250),Mew-V,Épée et Bouclier Poing de Fusion,250,https://www.pokepedia.fr/images/d/dc/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_250.png,OK,False,False,aky CG Works,"novembre 12, 2021  +"
Mew-V (Épée et Bouclier Poing de Fusion 251),https://www.pokepedia.fr/Mew-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20251),Mew-V,Épée et Bouclier Poing de Fusion,251,https://www.pokepedia.fr/images/f/f9/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_251.png,OK,False,False,Naoki Saito,"novembre 12, 2021  +"
Dunaconda-V (Épée et Bouclier Poing de Fusion 252),https://www.pokepedia.fr/Dunaconda-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20252),Dunaconda-V,Épée et Bouclier Poing de Fusion,252,https://www.pokepedia.fr/images/c/ca/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_252.png,OK,False,False,Narumi Sato,"novembre 12, 2021  +"
Hoopa-V (Épée et Bouclier Poing de Fusion 253),https://www.pokepedia.fr/Hoopa-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20253),Hoopa-V,Épée et Bouclier Poing de Fusion,253,https://www.pokepedia.fr/images/f/fe/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_253.png,OK,False,False,takuyoa,"novembre 12, 2021  +"
Genesect-V (Épée et Bouclier Poing de Fusion 254),https://www.pokepedia.fr/Genesect-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20254),Genesect-V,Épée et Bouclier Poing de Fusion,254,https://www.pokepedia.fr/images/0/0f/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_254.png,OK,False,False,PLANETA Tsuji,"novembre 12, 2021  +"
Genesect-V (Épée et Bouclier Poing de Fusion 255),https://www.pokepedia.fr/Genesect-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20255),Genesect-V,Épée et Bouclier Poing de Fusion,255,https://www.pokepedia.fr/images/1/1f/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_255.png,OK,False,False,Akira Komayama,"novembre 12, 2021  +"
Rongrigou-V (Épée et Bouclier Poing de Fusion 256),https://www.pokepedia.fr/Rongrigou-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20256),Rongrigou-V,Épée et Bouclier Poing de Fusion,256,https://www.pokepedia.fr/images/d/db/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_256.png,OK,False,False,PLANETA Mochizuki,"novembre 12, 2021  +"
Rongrigou-V (Épée et Bouclier Poing de Fusion 257),https://www.pokepedia.fr/Rongrigou-V%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20257),Rongrigou-V,Épée et Bouclier Poing de Fusion,257,https://www.pokepedia.fr/images/d/df/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_257.png,OK,False,False,Saya Tsuruta,"novembre 12, 2021  +"
"Armando, Rachid et Noa (Épée et Bouclier Poing de Fusion 258)",https://www.pokepedia.fr/Armando%2C%20Rachid%20et%20Noa%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20258),"Armando, Rachid et Noa",Épée et Bouclier Poing de Fusion,258,https://www.pokepedia.fr/images/8/83/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_258.png,OK,False,False,Sanosuke Sakuma,"novembre 12, 2021  +"
Danseuse (Épée et Bouclier Poing de Fusion 259),https://www.pokepedia.fr/Danseuse%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20259),Danseuse,Épée et Bouclier Poing de Fusion,259,https://www.pokepedia.fr/images/d/d0/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_259.png,OK,False,False,Yuu Nishida,"novembre 12, 2021  +"
Éclat d'Inezia (Épée et Bouclier Poing de Fusion 260),https://www.pokepedia.fr/%C3%89clat%20d%27Inezia%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20260),Éclat d'Inezia,Épée et Bouclier Poing de Fusion,260,https://www.pokepedia.fr/images/3/3b/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_260.png,OK,False,False,Ryuta Fuse,"novembre 12, 2021  +"
Écolier (Épée et Bouclier Poing de Fusion 261),https://www.pokepedia.fr/%C3%89colier%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20261),Écolier,Épée et Bouclier Poing de Fusion,261,https://www.pokepedia.fr/images/d/d6/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_261.png,OK,False,False,Hideki Ishikawa,"novembre 12, 2021  +"
Écolière (Épée et Bouclier Poing de Fusion 262),https://www.pokepedia.fr/%C3%89coli%C3%A8re%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20262),Écolière,Épée et Bouclier Poing de Fusion,262,https://www.pokepedia.fr/images/4/4a/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_262.png,OK,False,False,Hideki Ishikawa,"novembre 12, 2021  +"
Sannah (Épée et Bouclier Poing de Fusion 263),https://www.pokepedia.fr/Sannah%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20263),Sannah,Épée et Bouclier Poing de Fusion,263,https://www.pokepedia.fr/images/8/8a/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_263.png,OK,False,False,Yuu Nishida,"novembre 12, 2021  +"
Damien (Épée et Bouclier Poing de Fusion 264),https://www.pokepedia.fr/Damien%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20264),Damien,Épée et Bouclier Poing de Fusion,264,https://www.pokepedia.fr/images/d/d2/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_264.png,OK,False,False,Hideki Ishikawa,"novembre 12, 2021  +"
Lugulabre-VMAX (Épée et Bouclier Poing de Fusion 265),https://www.pokepedia.fr/Lugulabre-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20265),Lugulabre-VMAX,Épée et Bouclier Poing de Fusion,265,https://www.pokepedia.fr/images/2/20/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_265.png,OK,False,False,AKIRA EGAWA,"novembre 12, 2021  +"
Lézargus-VMAX (Épée et Bouclier Poing de Fusion 266),https://www.pokepedia.fr/L%C3%A9zargus-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20266),Lézargus-VMAX,Épée et Bouclier Poing de Fusion,266,https://www.pokepedia.fr/images/f/fb/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_266.png,OK,False,False,Kazuma Koda,"novembre 12, 2021  +"
Fulgudog-VMAX (Épée et Bouclier Poing de Fusion 267),https://www.pokepedia.fr/Fulgudog-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20267),Fulgudog-VMAX,Épée et Bouclier Poing de Fusion,267,https://www.pokepedia.fr/images/a/a0/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_267.png,OK,False,False,PLANETA Tsuji,"novembre 12, 2021  +"
Mew-VMAX (Épée et Bouclier Poing de Fusion 268),https://www.pokepedia.fr/Mew-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20268),Mew-VMAX,Épée et Bouclier Poing de Fusion,268,https://www.pokepedia.fr/images/e/e7/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_268.png,OK,False,False,5ban Graphics,"novembre 12, 2021  +"
Mew-VMAX (Épée et Bouclier Poing de Fusion 269),https://www.pokepedia.fr/Mew-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20269),Mew-VMAX,Épée et Bouclier Poing de Fusion,269,https://www.pokepedia.fr/images/2/20/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_269.png,OK,False,False,AKIRA EGAWA,"novembre 12, 2021  +"
Mentali-VMAX (Épée et Bouclier Poing de Fusion 270),https://www.pokepedia.fr/Mentali-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20270),Mentali-VMAX,Épée et Bouclier Poing de Fusion,270,https://www.pokepedia.fr/images/a/ad/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_270.png,OK,False,False,Kouki Saitou,"novembre 12, 2021  +"
Ectoplasma-VMAX (Épée et Bouclier Poing de Fusion 271),https://www.pokepedia.fr/Ectoplasma-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20271),Ectoplasma-VMAX,Épée et Bouclier Poing de Fusion,271,https://www.pokepedia.fr/images/a/a1/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_271.png,OK,False,False,sowsow,"novembre 12, 2021  +"
Rongrigou-VMAX (Épée et Bouclier Poing de Fusion 272),https://www.pokepedia.fr/Rongrigou-VMAX%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20272),Rongrigou-VMAX,Épée et Bouclier Poing de Fusion,272,https://www.pokepedia.fr/images/f/f1/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_272.png,OK,False,False,PLANETA Mochizuki,"novembre 12, 2021  +"
"Armando, Rachid et Noa (Épée et Bouclier Poing de Fusion 273)",https://www.pokepedia.fr/Armando%2C%20Rachid%20et%20Noa%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20273),"Armando, Rachid et Noa",Épée et Bouclier Poing de Fusion,273,https://www.pokepedia.fr/images/f/f1/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_273.png,OK,False,False,Sanosuke Sakuma,"novembre 12, 2021  +"
Danseuse (Épée et Bouclier Poing de Fusion 274),https://www.pokepedia.fr/Danseuse%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20274),Danseuse,Épée et Bouclier Poing de Fusion,274,https://www.pokepedia.fr/images/f/f3/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_274.png,OK,False,False,Yuu Nishida,"novembre 12, 2021  +"
Éclat d'Inezia (Épée et Bouclier Poing de Fusion 275),https://www.pokepedia.fr/%C3%89clat%20d%27Inezia%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20275),Éclat d'Inezia,Épée et Bouclier Poing de Fusion,275,https://www.pokepedia.fr/images/4/4e/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_275.png,OK,False,False,Ryuta Fuse,"novembre 12, 2021  +"
Écolier (Épée et Bouclier Poing de Fusion 276),https://www.pokepedia.fr/%C3%89colier%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20276),Écolier,Épée et Bouclier Poing de Fusion,276,https://www.pokepedia.fr/images/3/38/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_276.png,OK,False,False,Hideki Ishikawa,"novembre 12, 2021  +"
Écolière (Épée et Bouclier Poing de Fusion 277),https://www.pokepedia.fr/%C3%89coli%C3%A8re%20(%C3%89p%C3%A9e%20et%20Bouclier%20Poing%20de%20Fusion%20277),Écolière,Épée et Bouclier Poing de Fusion,277,https://www.pokepedia.fr/images/4/47/Carte_%C3%89p%C3%A9e_et_Bouclier_Poing_de_Fusion_277.png,OK,False,False,Hideki Ishikawa,"novembre 12, 2021  +"
